,areaname,population,date,newcasesbypublishdate,cases_per_100k
215,East Midlands,4533000,03/03/2021,657,14.493712772998014
1287,London,8899375,03/03/2021,504,5.6633190533043045
4503,Yorkshire and the Humber,5486000,03/03/2021,923,16.824644549763033
3431,South West,5616000,03/03/2021,274,4.878917378917379
751,East of England,5847000,03/03/2021,456,7.79887121600821
3967,West Midlands,2928000,03/03/2021,755,25.78551912568306
6602,Scotland,5454000,03/04/2020,399,7.315731573157316
6002,Northern Ireland,1885000,03/04/2020,130,6.8965517241379315
5395,Wales,3136000,03/04/2020,345,11.001275510204081
5637,Northern Ireland,1885000,03/04/2021,84,4.456233421750664
5030,Wales,3136000,03/04/2021,95,3.0293367346938775
720,East of England,5847000,03/04/2021,227,3.882332820249701
2328,North West,7300000,03/04/2021,437,5.986301369863013
2864,South East,9175000,03/04/2021,236,2.572207084468665
3936,West Midlands,2928000,03/04/2021,303,10.348360655737705
6237,Scotland,5454000,03/04/2021,397,7.279061239457279
3400,South West,5616000,03/04/2021,115,2.0477207977207974
4472,Yorkshire and the Humber,5486000,03/04/2021,613,11.173897192854538
1792,North East,2597000,03/04/2021,166,6.391990758567578
1256,London,8899375,03/04/2021,350,3.9328604536835456
184,East Midlands,4533000,03/04/2021,291,6.41958967571145
4807,Yorkshire and the Humber,5486000,03/05/2020,205,3.736784542471746
5972,Northern Ireland,1885000,03/05/2020,78,4.137931034482759
3199,South East,9175000,03/05/2020,213,2.321525885558583
519,East Midlands,4533000,03/05/2020,71,1.5662916390911095
3735,South West,5616000,03/05/2020,84,1.4957264957264957
4271,West Midlands,2928000,03/05/2020,175,5.976775956284153
2663,North West,7300000,03/05/2020,690,9.452054794520548
5365,Wales,3136000,03/05/2020,174,5.548469387755102
6572,Scotland,5454000,03/05/2020,170,3.116978364503117
2127,North East,2597000,03/05/2020,223,8.586830958798613
1055,East of England,5847000,03/05/2020,158,2.702240465195827
1591,London,8899375,03/05/2020,128,1.4383032516328396
690,East of England,5847000,03/05/2021,154,2.633829314178211
5000,Wales,3136000,03/05/2021,0,0.0
2834,South East,9175000,03/05/2021,182,1.9836512261580381
1762,North East,2597000,03/05/2021,63,2.4258760107816713
154,East Midlands,4533000,03/05/2021,181,3.9929406574012796
5607,Northern Ireland,1885000,03/05/2021,64,3.3952254641909816
2298,North West,7300000,03/05/2021,224,3.068493150684932
1226,London,8899375,03/05/2021,193,2.168691621602641
3906,West Midlands,2928000,03/05/2021,137,4.6789617486338795
4442,Yorkshire and the Humber,5486000,03/05/2021,250,4.557054320087495
3370,South West,5616000,03/05/2021,66,1.1752136752136753
6207,Scotland,5454000,03/05/2021,132,2.4202420242024205
4240,West Midlands,2928000,03/06/2020,38,1.2978142076502732
6541,Scotland,5454000,03/06/2020,33,0.6050605060506051
1024,East of England,5847000,03/06/2020,30,0.5130836326321191
2096,North East,2597000,03/06/2020,28,1.0781671159029649
2632,North West,7300000,03/06/2020,95,1.3013698630136987
5334,Wales,3136000,03/06/2020,82,2.614795918367347
3704,South West,5616000,03/06/2020,64,1.1396011396011396
4776,Yorkshire and the Humber,5486000,03/06/2020,66,1.203062340503099
5941,Northern Ireland,1885000,03/06/2020,8,0.4244031830238727
488,East Midlands,4533000,03/06/2020,30,0.6618133686300464
1560,London,8899375,03/06/2020,21,0.2359716272210127
3168,South East,9175000,03/06/2020,84,0.9155313351498638
123,East Midlands,4533000,03/06/2021,244,5.3827487315243765
2267,North West,7300000,03/06/2021,1643,22.506849315068493
2803,South East,9175000,03/06/2021,440,4.795640326975477
1731,North East,2597000,03/06/2021,113,4.351174432036966
659,East of England,5847000,03/06/2021,210,3.591585428424833
6176,Scotland,5454000,03/06/2021,835,15.30986431976531
4969,Wales,3136000,03/06/2021,49,1.5625
1195,London,8899375,03/06/2021,669,7.517381838612262
4411,Yorkshire and the Humber,5486000,03/06/2021,421,7.674079475027342
5576,Northern Ireland,1885000,03/06/2021,80,4.244031830238727
3875,West Midlands,2928000,03/06/2021,309,10.55327868852459
3339,South West,5616000,03/06/2021,132,2.3504273504273505
3674,South West,5616000,03/07/2020,13,0.23148148148148148
2602,North West,7300000,03/07/2020,96,1.3150684931506849
5304,Wales,3136000,03/07/2020,26,0.8290816326530612
458,East Midlands,4533000,03/07/2020,113,2.4928303551731745
6511,Scotland,5454000,03/07/2020,12,0.22002200220022003
994,East of England,5847000,03/07/2020,47,0.8038310244569865
3138,South East,9175000,03/07/2020,55,0.5994550408719346
2066,North East,2597000,03/07/2020,3,0.11551790527531769
4746,Yorkshire and the Humber,5486000,03/07/2020,133,2.424352898286547
4210,West Midlands,2928000,03/07/2020,29,0.9904371584699454
5911,Northern Ireland,1885000,03/07/2020,4,0.21220159151193635
1530,London,8899375,03/07/2020,9,0.10113069738043401
4381,Yorkshire and the Humber,5486000,03/07/2021,2736,49.87240247903755
3845,West Midlands,2928000,03/07/2021,2202,75.20491803278688
629,East of England,5847000,03/07/2021,1326,22.67829656233966
2237,North West,7300000,03/07/2021,3997,54.75342465753424
1701,North East,2597000,03/07/2021,2469,95.07123604158645
2773,South East,9175000,03/07/2021,2358,25.70027247956403
93,East Midlands,4533000,03/07/2021,1471,32.45091550849327
3309,South West,5616000,03/07/2021,1664,29.62962962962963
6146,Scotland,5454000,03/07/2021,3108,56.985698569856986
4939,Wales,3136000,03/07/2021,0,0.0
5546,Northern Ireland,1885000,03/07/2021,460,24.403183023872682
1165,London,8899375,03/07/2021,2531,28.440199452208724
427,East Midlands,4533000,03/08/2020,108,2.382528127068167
2571,North West,7300000,03/08/2020,236,3.2328767123287667
2035,North East,2597000,03/08/2020,13,0.5005775895263765
5273,Wales,3136000,03/08/2020,24,0.7653061224489796
6480,Scotland,5454000,03/08/2020,18,0.33003300330033003
1499,London,8899375,03/08/2020,97,1.0899641828780111
4179,West Midlands,2928000,03/08/2020,125,4.26912568306011
3643,South West,5616000,03/08/2020,18,0.3205128205128205
5880,Northern Ireland,1885000,03/08/2020,0,0.0
963,East of England,5847000,03/08/2020,51,0.8722421754746023
4715,Yorkshire and the Humber,5486000,03/08/2020,148,2.697776157491797
3107,South East,9175000,03/08/2020,54,0.5885558583106267
6115,Scotland,5454000,03/08/2021,1016,18.62852951961863
598,East of England,5847000,03/08/2021,1820,31.12707371301522
3814,West Midlands,2928000,03/08/2021,1895,64.71994535519126
4908,Wales,3136000,03/08/2021,581,18.526785714285715
1134,London,8899375,03/08/2021,2978,33.463024088770275
2206,North West,7300000,03/08/2021,2265,31.027397260273972
4350,Yorkshire and the Humber,5486000,03/08/2021,2463,44.89609916150201
3278,South West,5616000,03/08/2021,1939,34.52635327635328
62,East Midlands,4533000,03/08/2021,1802,39.75292300904478
5515,Northern Ireland,1885000,03/08/2021,1082,57.40053050397877
2742,South East,9175000,03/08/2021,2678,29.18801089918256
1670,North East,2597000,03/08/2021,829,31.921447824412784
6449,Scotland,5454000,03/09/2020,101,1.8518518518518519
932,East of England,5847000,03/09/2020,101,1.7273815631948006
5849,Northern Ireland,1885000,03/09/2020,77,4.084880636604774
4148,West Midlands,2928000,03/09/2020,162,5.532786885245901
2540,North West,7300000,03/09/2020,368,5.0410958904109595
1468,London,8899375,03/09/2020,216,2.4271367371304167
3076,South East,9175000,03/09/2020,97,1.0572207084468663
5242,Wales,3136000,03/09/2020,50,1.594387755102041
2004,North East,2597000,03/09/2020,73,2.8109356950327298
3612,South West,5616000,03/09/2020,87,1.549145299145299
4684,Yorkshire and the Humber,5486000,03/09/2020,243,4.429456799125045
396,East Midlands,4533000,03/09/2020,98,2.161923670858151
5484,Northern Ireland,1885000,03/09/2021,1248,66.20689655172414
2175,North West,7300000,03/09/2021,4477,61.32876712328767
4877,Wales,3136000,03/09/2021,2391,76.2436224489796
4319,Yorkshire and the Humber,5486000,03/09/2021,3046,55.52314983594605
3247,South West,5616000,03/09/2021,3626,64.56552706552706
6084,Scotland,5454000,03/09/2021,6711,123.04730473047304
3783,West Midlands,2928000,03/09/2021,3937,134.46038251366122
31,East Midlands,4533000,03/09/2021,3197,70.52724465034194
2711,South East,9175000,03/09/2021,4474,48.76294277929155
1639,North East,2597000,03/09/2021,1332,51.289949942241044
567,East of England,5847000,03/09/2021,3597,61.518727552591066
1103,London,8899375,03/09/2021,3530,39.665706861436895
4118,West Midlands,2928000,03/10/2020,1039,35.48497267759563
366,East Midlands,4533000,03/10/2020,800,17.648356496801235
902,East of England,5847000,03/10/2020,382,6.533264922182315
1438,London,8899375,03/10/2020,1070,12.023316244118266
3046,South East,9175000,03/10/2020,552,6.016348773841962
6419,Scotland,5454000,03/10/2020,764,14.008067473414009
5212,Wales,3136000,03/10/2020,576,18.36734693877551
3582,South West,5616000,03/10/2020,389,6.926638176638177
2510,North West,7300000,03/10/2020,3539,48.47945205479452
4654,Yorkshire and the Humber,5486000,03/10/2020,1759,32.06343419613562
1974,North East,2597000,03/10/2020,906,34.88640739314594
5819,Northern Ireland,1885000,03/10/2020,726,38.51458885941644
1,East Midlands,4533000,03/10/2021,2769,61.08537392455328
3217,South West,5616000,03/10/2021,2349,41.82692307692308
537,East of England,5847000,03/10/2021,2573,44.005472892081414
5454,Northern Ireland,1885000,03/10/2021,892,47.320954907161806
2681,South East,9175000,03/10/2021,3773,41.12261580381471
4289,Yorkshire and the Humber,5486000,03/10/2021,2846,51.87750637987605
1609,North East,2597000,03/10/2021,1081,41.624951867539465
4847,Wales,3136000,03/10/2021,2331,74.33035714285714
2145,North West,7300000,03/10/2021,3376,46.24657534246575
1073,London,8899375,03/10/2021,2274,25.552356204789664
6054,Scotland,5454000,03/10/2021,2040,37.403740374037405
3753,West Midlands,2928000,03/10/2021,3288,112.29508196721311
6388,Scotland,5454000,03/11/2020,999,18.316831683168317
1943,North East,2597000,03/11/2020,1302,50.134770889487875
1407,London,8899375,03/11/2020,1575,17.697872041575955
5788,Northern Ireland,1885000,03/11/2020,570,30.23872679045093
871,East of England,5847000,03/11/2020,781,13.3572772361895
3015,South East,9175000,03/11/2020,1442,15.716621253405993
4623,Yorkshire and the Humber,5486000,03/11/2020,2994,54.57528253736784
335,East Midlands,4533000,03/11/2020,1695,37.39245532759762
3551,South West,5616000,03/11/2020,1264,22.507122507122507
4087,West Midlands,2928000,03/11/2020,2152,73.49726775956285
2479,North West,7300000,03/11/2020,3915,53.630136986301366
5181,Wales,3136000,03/11/2020,1119,35.682397959183675
841,East of England,5847000,03/12/2020,1185,20.2668034889687
1913,North East,2597000,03/12/2020,652,25.10589141316904
2449,North West,7300000,03/12/2020,1406,19.26027397260274
5151,Wales,3136000,03/12/2020,1473,46.97066326530612
2985,South East,9175000,03/12/2020,1932,21.057220708446867
4057,West Midlands,2928000,03/12/2020,1356,46.31147540983607
6358,Scotland,5454000,03/12/2020,958,17.565089842317565
305,East Midlands,4533000,03/12/2020,1092,24.090006618133685
4593,Yorkshire and the Humber,5486000,03/12/2020,1520,27.70689026613197
3521,South West,5616000,03/12/2020,611,10.87962962962963
1377,London,8899375,03/12/2020,2081,23.38366458318702
5758,Northern Ireland,1885000,03/12/2020,456,24.190981432360743
2953,South East,9175000,04/01/2021,9575,104.35967302452316
273,East Midlands,4533000,04/01/2021,3802,83.87381425104788
4561,Yorkshire and the Humber,5486000,04/01/2021,2735,49.854174261757194
3489,South West,5616000,04/01/2021,3316,59.04558404558405
1881,North East,2597000,04/01/2021,2124,81.78667693492491
1345,London,8899375,04/01/2021,11370,127.76178102394832
4025,West Midlands,2928000,04/01/2021,6709,229.13251366120218
6326,Scotland,5454000,04/01/2021,1905,34.92849284928493
809,East of England,5847000,04/01/2021,6983,119.42876688900292
5119,Wales,3136000,04/01/2021,1898,60.522959183673464
2417,North West,7300000,04/01/2021,6337,86.8082191780822
5726,Northern Ireland,1885000,04/01/2021,1801,95.54376657824933
778,East of England,5847000,04/02/2021,2131,36.446040704634854
5088,Wales,3136000,04/02/2021,544,17.346938775510203
1314,London,8899375,04/02/2021,3268,36.72167989325093
2386,North West,7300000,04/02/2021,2866,39.26027397260274
3458,South West,5616000,04/02/2021,1177,20.95797720797721
3994,West Midlands,2928000,04/02/2021,2453,83.77732240437159
4530,Yorkshire and the Humber,5486000,04/02/2021,1157,21.09004739336493
5695,Northern Ireland,1885000,04/02/2021,412,21.856763925729442
2922,South East,9175000,04/02/2021,2615,28.501362397820166
242,East Midlands,4533000,04/02/2021,1728,38.12045003309067
1850,North East,2597000,04/02/2021,997,38.39045051983057
6295,Scotland,5454000,04/02/2021,1149,21.06710671067107
5425,Wales,3136000,04/03/2020,0,0.0
6632,Scotland,5454000,04/03/2020,2,0.036670333700036674
1822,North East,2597000,04/03/2021,367,14.131690412013862
3966,West Midlands,2928000,04/03/2021,810,27.663934426229506
214,East Midlands,4533000,04/03/2021,660,14.559894109861018
4502,Yorkshire and the Humber,5486000,04/03/2021,902,16.441851986875683
3430,South West,5616000,04/03/2021,303,5.395299145299145
2894,South East,9175000,04/03/2021,556,6.059945504087193
6267,Scotland,5454000,04/03/2021,500,9.167583425009168
5060,Wales,3136000,04/03/2021,267,8.514030612244898
750,East of England,5847000,04/03/2021,476,8.14092697109629
1286,London,8899375,04/03/2021,623,7.00049160755671
5667,Northern Ireland,1885000,04/03/2021,163,8.647214854111406
2358,North West,7300000,04/03/2021,889,12.178082191780822
6001,Northern Ireland,1885000,04/04/2020,94,4.986737400530504
6601,Scotland,5454000,04/04/2020,344,6.307297396406307
5394,Wales,3136000,04/04/2020,387,12.340561224489797
1791,North East,2597000,04/04/2021,94,3.6195610319599543
4471,Yorkshire and the Humber,5486000,04/04/2021,384,6.999635435654393
719,East of England,5847000,04/04/2021,158,2.702240465195827
5029,Wales,3136000,04/04/2021,0,0.0
2863,South East,9175000,04/04/2021,212,2.310626702997275
3399,South West,5616000,04/04/2021,82,1.46011396011396
3935,West Midlands,2928000,04/04/2021,209,7.137978142076503
183,East Midlands,4533000,04/04/2021,282,6.2210456651224355
2327,North West,7300000,04/04/2021,299,4.095890410958904
1255,London,8899375,04/04/2021,237,2.6631083643514293
6236,Scotland,5454000,04/04/2021,343,6.288962229556288
5636,Northern Ireland,1885000,04/04/2021,0,0.0
4270,West Midlands,2928000,04/05/2020,211,7.206284153005464
1590,London,8899375,04/05/2020,160,1.7978790645410494
518,East Midlands,4533000,04/05/2020,68,1.500110302228105
2126,North East,2597000,04/05/2020,87,3.3500192529842128
5364,Wales,3136000,04/05/2020,195,6.218112244897959
3734,South West,5616000,04/05/2020,82,1.46011396011396
4806,Yorkshire and the Humber,5486000,04/05/2020,179,3.2628508931826463
2662,North West,7300000,04/05/2020,303,4.1506849315068495
3198,South East,9175000,04/05/2020,219,2.3869209809264302
1054,East of England,5847000,04/05/2020,134,2.2917735590901316
5971,Northern Ireland,1885000,04/05/2020,69,3.6604774535809024
6571,Scotland,5454000,04/05/2020,169,3.098643197653099
153,East Midlands,4533000,04/05/2021,169,3.728215309949261
5606,Northern Ireland,1885000,04/05/2021,83,4.403183023872679
3369,South West,5616000,04/05/2021,127,2.2613960113960117
2833,South East,9175000,04/05/2021,194,2.1144414168937327
2297,North West,7300000,04/05/2021,248,3.397260273972603
4999,Wales,3136000,04/05/2021,65,2.072704081632653
1225,London,8899375,04/05/2021,216,2.4271367371304167
1761,North East,2597000,04/05/2021,84,3.234501347708895
689,East of England,5847000,04/05/2021,158,2.702240465195827
4441,Yorkshire and the Humber,5486000,04/05/2021,295,5.377324097703244
3905,West Midlands,2928000,04/05/2021,152,5.191256830601093
6206,Scotland,5454000,04/05/2021,139,2.5485881921525486
3703,South West,5616000,04/06/2020,22,0.39173789173789175
1559,London,8899375,04/06/2020,21,0.2359716272210127
4775,Yorkshire and the Humber,5486000,04/06/2020,68,1.2395187750637988
487,East Midlands,4533000,04/06/2020,40,0.8824178248400617
4239,West Midlands,2928000,04/06/2020,53,1.8101092896174864
2095,North East,2597000,04/06/2020,20,0.7701193685021178
3167,South East,9175000,04/06/2020,60,0.6539509536784741
2631,North West,7300000,04/06/2020,93,1.273972602739726
5333,Wales,3136000,04/06/2020,35,1.1160714285714286
1023,East of England,5847000,04/06/2020,42,0.7183170856849667
6540,Scotland,5454000,04/06/2020,49,0.8984231756508984
5940,Northern Ireland,1885000,04/06/2020,33,1.750663129973475
4968,Wales,3136000,04/06/2021,71,2.264030612244898
122,East Midlands,4533000,04/06/2021,274,6.0445621001544225
2266,North West,7300000,04/06/2021,1755,24.041095890410958
2802,South East,9175000,04/06/2021,563,6.136239782016349
4410,Yorkshire and the Humber,5486000,04/06/2021,465,8.476121035362741
3338,South West,5616000,04/06/2021,215,3.828347578347578
658,East of England,5847000,04/06/2021,340,5.814947836497349
5575,Northern Ireland,1885000,04/06/2021,73,3.872679045092838
1730,North East,2597000,04/06/2021,154,5.929919137466308
1194,London,8899375,04/06/2021,820,9.214130205772877
6175,Scotland,5454000,04/06/2021,992,18.18848551521819
3874,West Midlands,2928000,04/06/2021,370,12.636612021857925
3137,South East,9175000,04/07/2020,71,0.773841961852861
2065,North East,2597000,04/07/2020,11,0.4235656526761648
2601,North West,7300000,04/07/2020,115,1.5753424657534247
993,East of England,5847000,04/07/2020,41,0.7012142979305627
