Political party;Region;Number of people
Cross placed outside the words Uden for partierne;4. RØDOVRE;0
Cross placed outside the words Uden for partierne;5. HVIDOVRE;0
Cross placed outside the words Uden for partierne;6. BRØNDBY;0
Cross placed outside the words Uden for partierne;7. TAASTRUP;0
Cross placed outside the words Uden for partierne;8. BALLERUP;1
Cross placed outside the words Uden for partierne;NORDSJÆLLANDS STORKREDS;2
Cross placed outside the words Uden for partierne;1. HELSINGØR;0
Cross placed outside the words Uden for partierne;2. FREDENSBORG;1
Cross placed outside the words Uden for partierne;3. HILLERØD;0
Cross placed outside the words Uden for partierne;4. FREDERIKSSUND;1
Cross placed outside the words Uden for partierne;5. EGEDAL;0
Cross placed outside the words Uden for partierne;6. RUDERSDAL;0
Cross placed outside the words Uden for partierne;BORNHOLMS STORKREDS;0
Cross placed outside the words Uden for partierne;1. RØNNE;0
Cross placed outside the words Uden for partierne;2. AAKIRKEBY;0
Cross placed outside the words Uden for partierne;SJÆLLAND-SYDDANMARK;8
Cross placed outside the words Uden for partierne;SJÆLLANDS STORKREDS;2
Cross placed outside the words Uden for partierne;1. LOLLAND;0
Cross placed outside the words Uden for partierne;2. GULDBORGSUND;0
Cross placed outside the words Uden for partierne;3. VORDINGBORG;0
Cross placed outside the words Uden for partierne;4. NÆSTVED;0
Cross placed outside the words Uden for partierne;5. FAXE;0
Cross placed outside the words Uden for partierne;6. KØGE;0
Cross placed outside the words Uden for partierne;7. GREVE;0
Cross placed outside the words Uden for partierne;8. ROSKILDE;0
Cross placed outside the words Uden for partierne;9. HOLBÆK;0
Cross placed outside the words Uden for partierne;10. KALUNDBORG;0
Cross placed outside the words Uden for partierne;11. RINGSTED;0
Cross placed outside the words Uden for partierne;12. SLAGELSE;2
Cross placed outside the words Uden for partierne;FYNS STORKREDS;6
Cross placed outside the words Uden for partierne;1. ODENSE ØST;0
Cross placed outside the words Uden for partierne;2. ODENSE VEST;0
Cross placed outside the words Uden for partierne;3. ODENSE SYD;0
Cross placed outside the words Uden for partierne;4. ASSENS;0
Cross placed outside the words Uden for partierne;5. MIDDELFART;1
Cross placed outside the words Uden for partierne;6. NYBORG;0
Cross placed outside the words Uden for partierne;7. SVENDBORG;3
Cross placed outside the words Uden for partierne;8. FAABORG;2
Cross placed outside the words Uden for partierne;SYDJYLLANDS STORKREDS;0
Cross placed outside the words Uden for partierne;1. SØNDERBORG;0
Cross placed outside the words Uden for partierne;2. AABENRAA;0
Cross placed outside the words Uden for partierne;3. TØNDER;0
Cross placed outside the words Uden for partierne;4. ESBJERG BY;0
Cross placed outside the words Uden for partierne;5. ESBJERG OMEGN;0
Cross placed outside the words Uden for partierne;6. VARDE;0
Cross placed outside the words Uden for partierne;7. VEJEN;0
Cross placed outside the words Uden for partierne;8. VEJLE NORD;0
Cross placed outside the words Uden for partierne;9. VEJLE SYD;0
Cross placed outside the words Uden for partierne;10. FREDERICIA;0
Cross placed outside the words Uden for partierne;11. KOLDING NORD;0
Cross placed outside the words Uden for partierne;12. KOLDING SYD;0
Cross placed outside the words Uden for partierne;13. HADERSLEV;0
Cross placed outside the words Uden for partierne;MIDTJYLLAND-NORDJYLLAND;6
Cross placed outside the words Uden for partierne;ØSTJYLLANDS STORKREDS;5
Cross placed outside the words Uden for partierne;1. ÅRHUS SYD;0
Cross placed outside the words Uden for partierne;2. ÅRHUS VEST;0
Cross placed outside the words Uden for partierne;3. ÅRHUS NORD;0
Cross placed outside the words Uden for partierne;4. ÅRHUS ØST;0
Cross placed outside the words Uden for partierne;5. DJURS;0
Cross placed outside the words Uden for partierne;6. RANDERS NORD;0
Cross placed outside the words Uden for partierne;7. RANDERS SYD;0
Cross placed outside the words Uden for partierne;8. FAVRSKOV;0
Cross placed outside the words Uden for partierne;9. SKANDERBORG;0
Cross placed outside the words Uden for partierne;10. HORSENS;3
Cross placed outside the words Uden for partierne;11. HEDENSTED;2
Cross placed outside the words Uden for partierne;VESTJYLLANDS STORKREDS;1
Cross placed outside the words Uden for partierne;9. HERNING NORD;0
Cross placed outside the words Uden for partierne;10. HOLSTEBRO;0
Cross placed outside the words Uden for partierne;11. RINGKØBING;0
Cross placed outside the words Uden for partierne;1. STRUER;0
Cross placed outside the words Uden for partierne;2. SKIVE;0
Cross placed outside the words Uden for partierne;3. VIBORG VEST;0
Cross placed outside the words Uden for partierne;4. VIBORG ØST;1
Cross placed outside the words Uden for partierne;5. SILKEBORG NORD;0
Cross placed outside the words Uden for partierne;6. SILKEBORG SYD;0
Cross placed outside the words Uden for partierne;7. IKAST;0
Cross placed outside the words Uden for partierne;8. HERNING SYD;0
Cross placed outside the words Uden for partierne;NORDJYLLANDS STORKREDS;0
Cross placed outside the words Uden for partierne;1. FREDERIKSHAVN;0
Cross placed outside the words Uden for partierne;2. HJØRRING;0
Cross placed outside the words Uden for partierne;3. BRØNDERSLEV;0
Cross placed outside the words Uden for partierne;4. THISTED;0
Cross placed outside the words Uden for partierne;5. HIMMERLAND;0
Cross placed outside the words Uden for partierne;6. MARIAGERFJORD;0
Cross placed outside the words Uden for partierne;7. AALBORG ØST;0
Cross placed outside the words Uden for partierne;8. AALBORG VEST;0
Cross placed outside the words Uden for partierne;9. AALBORG NORD;0
Crossed over, erased or half cross;All DENMARK;403
Crossed over, erased or half cross;HOVEDSTADEN;122
Crossed over, erased or half cross;KØBENHAVNS STORKREDS;49
Crossed over, erased or half cross;1. ØSTERBRO;1
Crossed over, erased or half cross;2. SUNDBYVESTER;4
Crossed over, erased or half cross;3. INDRE BY;6
Crossed over, erased or half cross;4. SUNDBYØSTER;9
Crossed over, erased or half cross;5. NØRREBRO;2
Crossed over, erased or half cross;6. BISPEBJERG;5
Crossed over, erased or half cross;7. BRØNSHØJ;9
Crossed over, erased or half cross;8. VALBY;10
Crossed over, erased or half cross;9. VESTERBRO;2
Crossed over, erased or half cross;10. FALKONER;0
Crossed over, erased or half cross;11. SLOTS;1
Crossed over, erased or half cross;12. TÅRNBY;0
Crossed over, erased or half cross;KØBENHAVNS OMEGNS STORKREDS;38
Crossed over, erased or half cross;1. GENTOFTE;0
Crossed over, erased or half cross;2. LYNGBY;1
Crossed over, erased or half cross;3. GLADSAXE;2
Crossed over, erased or half cross;4. RØDOVRE;9
Crossed over, erased or half cross;5. HVIDOVRE;0
Crossed over, erased or half cross;6. BRØNDBY;4
Crossed over, erased or half cross;7. TAASTRUP;7
Crossed over, erased or half cross;8. BALLERUP;15
Crossed over, erased or half cross;NORDSJÆLLANDS STORKREDS;29
Crossed over, erased or half cross;1. HELSINGØR;5
Crossed over, erased or half cross;2. FREDENSBORG;1
Crossed over, erased or half cross;3. HILLERØD;20
Crossed over, erased or half cross;4. FREDERIKSSUND;2
Crossed over, erased or half cross;5. EGEDAL;0
Crossed over, erased or half cross;6. RUDERSDAL;1
Crossed over, erased or half cross;BORNHOLMS STORKREDS;6
Crossed over, erased or half cross;1. RØNNE;6
Crossed over, erased or half cross;2. AAKIRKEBY;0
Crossed over, erased or half cross;SJÆLLAND-SYDDANMARK;160
Crossed over, erased or half cross;SJÆLLANDS STORKREDS;64
Crossed over, erased or half cross;1. LOLLAND;5
Crossed over, erased or half cross;2. GULDBORGSUND;4
Crossed over, erased or half cross;3. VORDINGBORG;3
Crossed over, erased or half cross;4. NÆSTVED;6
Crossed over, erased or half cross;5. FAXE;2
Crossed over, erased or half cross;6. KØGE;16
Crossed over, erased or half cross;7. GREVE;6
Crossed over, erased or half cross;8. ROSKILDE;6
Crossed over, erased or half cross;9. HOLBÆK;6
Crossed over, erased or half cross;10. KALUNDBORG;2
Crossed over, erased or half cross;11. RINGSTED;5
Crossed over, erased or half cross;12. SLAGELSE;3
Crossed over, erased or half cross;FYNS STORKREDS;33
Crossed over, erased or half cross;1. ODENSE ØST;7
Crossed over, erased or half cross;2. ODENSE VEST;2
Crossed over, erased or half cross;3. ODENSE SYD;5
Crossed over, erased or half cross;4. ASSENS;5
Crossed over, erased or half cross;5. MIDDELFART;6
Crossed over, erased or half cross;6. NYBORG;1
Crossed over, erased or half cross;7. SVENDBORG;0
Crossed over, erased or half cross;8. FAABORG;7
Crossed over, erased or half cross;SYDJYLLANDS STORKREDS;63
Crossed over, erased or half cross;1. SØNDERBORG;5
Crossed over, erased or half cross;2. AABENRAA;5
Crossed over, erased or half cross;3. TØNDER;2
Crossed over, erased or half cross;4. ESBJERG BY;3
Crossed over, erased or half cross;5. ESBJERG OMEGN;4
Crossed over, erased or half cross;6. VARDE;1
Crossed over, erased or half cross;7. VEJEN;12
Crossed over, erased or half cross;8. VEJLE NORD;1
Crossed over, erased or half cross;9. VEJLE SYD;2
Crossed over, erased or half cross;10. FREDERICIA;5
Crossed over, erased or half cross;11. KOLDING NORD;7
Crossed over, erased or half cross;12. KOLDING SYD;10
Crossed over, erased or half cross;13. HADERSLEV;6
Crossed over, erased or half cross;MIDTJYLLAND-NORDJYLLAND;121
Crossed over, erased or half cross;ØSTJYLLANDS STORKREDS;59
Crossed over, erased or half cross;1. ÅRHUS SYD;5
Crossed over, erased or half cross;2. ÅRHUS VEST;11
Crossed over, erased or half cross;3. ÅRHUS NORD;6
Crossed over, erased or half cross;4. ÅRHUS ØST;12
Crossed over, erased or half cross;5. DJURS;8
Crossed over, erased or half cross;6. RANDERS NORD;7
Crossed over, erased or half cross;7. RANDERS SYD;2
Crossed over, erased or half cross;8. FAVRSKOV;0
Crossed over, erased or half cross;9. SKANDERBORG;0
Crossed over, erased or half cross;10. HORSENS;4
Crossed over, erased or half cross;11. HEDENSTED;4
Crossed over, erased or half cross;VESTJYLLANDS STORKREDS;42
Crossed over, erased or half cross;9. HERNING NORD;0
Crossed over, erased or half cross;10. HOLSTEBRO;3
Crossed over, erased or half cross;11. RINGKØBING;3
Crossed over, erased or half cross;1. STRUER;6
Crossed over, erased or half cross;2. SKIVE;2
Crossed over, erased or half cross;3. VIBORG VEST;9
Crossed over, erased or half cross;4. VIBORG ØST;5
Crossed over, erased or half cross;5. SILKEBORG NORD;1
Crossed over, erased or half cross;6. SILKEBORG SYD;0
Crossed over, erased or half cross;7. IKAST;11
Crossed over, erased or half cross;8. HERNING SYD;2
Crossed over, erased or half cross;NORDJYLLANDS STORKREDS;20
Crossed over, erased or half cross;1. FREDERIKSHAVN;5
Crossed over, erased or half cross;2. HJØRRING;1
Crossed over, erased or half cross;3. BRØNDERSLEV;6
Crossed over, erased or half cross;4. THISTED;6
Crossed over, erased or half cross;5. HIMMERLAND;1
Crossed over, erased or half cross;6. MARIAGERFJORD;0
Crossed over, erased or half cross;7. AALBORG ØST;1
Crossed over, erased or half cross;8. AALBORG VEST;0
Crossed over, erased or half cross;9. AALBORG NORD;0
Cross placed outside the parties;All DENMARK;287
Cross placed outside the parties;HOVEDSTADEN;61
Cross placed outside the parties;KØBENHAVNS STORKREDS;21
Cross placed outside the parties;1. ØSTERBRO;0
Cross placed outside the parties;2. SUNDBYVESTER;0
Cross placed outside the parties;3. INDRE BY;4
Cross placed outside the parties;4. SUNDBYØSTER;2
Cross placed outside the parties;5. NØRREBRO;2
Cross placed outside the parties;6. BISPEBJERG;0
Cross placed outside the parties;7. BRØNSHØJ;3
Cross placed outside the parties;8. VALBY;3
Cross placed outside the parties;9. VESTERBRO;0
Cross placed outside the parties;10. FALKONER;2
Cross placed outside the parties;11. SLOTS;5
Cross placed outside the parties;12. TÅRNBY;0
Cross placed outside the parties;KØBENHAVNS OMEGNS STORKREDS;24
Cross placed outside the parties;1. GENTOFTE;0
Cross placed outside the parties;2. LYNGBY;3
Cross placed outside the parties;3. GLADSAXE;3
Cross placed outside the parties;4. RØDOVRE;1
Cross placed outside the parties;5. HVIDOVRE;2
Cross placed outside the parties;6. BRØNDBY;3
Cross placed outside the parties;7. TAASTRUP;8
Cross placed outside the parties;8. BALLERUP;4
Cross placed outside the parties;NORDSJÆLLANDS STORKREDS;11
Cross placed outside the parties;1. HELSINGØR;3
Cross placed outside the parties;2. FREDENSBORG;1
Cross placed outside the parties;3. HILLERØD;1
Cross placed outside the parties;4. FREDERIKSSUND;5
Cross placed outside the parties;5. EGEDAL;1
Cross placed outside the parties;6. RUDERSDAL;0
Cross placed outside the parties;BORNHOLMS STORKREDS;5
Cross placed outside the parties;1. RØNNE;1
Cross placed outside the parties;2. AAKIRKEBY;4
Cross placed outside the parties;SJÆLLAND-SYDDANMARK;137
Cross placed outside the parties;SJÆLLANDS STORKREDS;54
Cross placed outside the parties;1. LOLLAND;7
Cross placed outside the parties;2. GULDBORGSUND;6
Cross placed outside the parties;3. VORDINGBORG;6
Cross placed outside the parties;4. NÆSTVED;8
Cross placed outside the parties;5. FAXE;1
Cross placed outside the parties;6. KØGE;4
Cross placed outside the parties;7. GREVE;0
Cross placed outside the parties;8. ROSKILDE;3
Cross placed outside the parties;9. HOLBÆK;5
Cross placed outside the parties;10. KALUNDBORG;4
Cross placed outside the parties;11. RINGSTED;5
Cross placed outside the parties;12. SLAGELSE;5
Cross placed outside the parties;FYNS STORKREDS;45
Cross placed outside the parties;1. ODENSE ØST;15
Cross placed outside the parties;2. ODENSE VEST;5
Cross placed outside the parties;3. ODENSE SYD;3
Cross placed outside the parties;4. ASSENS;4
Cross placed outside the parties;5. MIDDELFART;3
Cross placed outside the parties;6. NYBORG;5
Cross placed outside the parties;7. SVENDBORG;5
Cross placed outside the parties;8. FAABORG;5
Cross placed outside the parties;SYDJYLLANDS STORKREDS;38
Cross placed outside the parties;1. SØNDERBORG;1
Cross placed outside the parties;2. AABENRAA;0
Cross placed outside the parties;3. TØNDER;1
Cross placed outside the parties;4. ESBJERG BY;5
Cross placed outside the parties;5. ESBJERG OMEGN;4
Cross placed outside the parties;6. VARDE;4
Cross placed outside the parties;7. VEJEN;6
Cross placed outside the parties;8. VEJLE NORD;4
Cross placed outside the parties;9. VEJLE SYD;4
Cross placed outside the parties;10. FREDERICIA;4
Cross placed outside the parties;11. KOLDING NORD;0
Cross placed outside the parties;12. KOLDING SYD;1
Cross placed outside the parties;13. HADERSLEV;4
Cross placed outside the parties;MIDTJYLLAND-NORDJYLLAND;89
Cross placed outside the parties;ØSTJYLLANDS STORKREDS;46
Cross placed outside the parties;1. ÅRHUS SYD;2
Cross placed outside the parties;2. ÅRHUS VEST;5
Cross placed outside the parties;3. ÅRHUS NORD;2
Cross placed outside the parties;4. ÅRHUS ØST;9
Cross placed outside the parties;5. DJURS;5
Cross placed outside the parties;6. RANDERS NORD;1
Cross placed outside the parties;7. RANDERS SYD;8
Cross placed outside the parties;8. FAVRSKOV;2
Cross placed outside the parties;9. SKANDERBORG;2
Cross placed outside the parties;10. HORSENS;6
Cross placed outside the parties;11. HEDENSTED;4
Cross placed outside the parties;VESTJYLLANDS STORKREDS;16
Cross placed outside the parties;9. HERNING NORD;0
Cross placed outside the parties;10. HOLSTEBRO;1
Cross placed outside the parties;11. RINGKØBING;0
Cross placed outside the parties;1. STRUER;2
Cross placed outside the parties;2. SKIVE;4
Cross placed outside the parties;3. VIBORG VEST;0
Cross placed outside the parties;4. VIBORG ØST;1
Cross placed outside the parties;5. SILKEBORG NORD;6
Cross placed outside the parties;6. SILKEBORG SYD;1
Cross placed outside the parties;7. IKAST;0
Cross placed outside the parties;8. HERNING SYD;1
Cross placed outside the parties;NORDJYLLANDS STORKREDS;27
Cross placed outside the parties;1. FREDERIKSHAVN;5
Cross placed outside the parties;2. HJØRRING;2
Cross placed outside the parties;3. BRØNDERSLEV;2
Cross placed outside the parties;4. THISTED;0
