Region;Prøvetagningsdato;Køn;Bekræftede tilfælde;Døde;Indlæggelser;Kummuleret antal døde;Kummuleret antal bekræftede tilfælde;Kummuleret antal indlæggelser
Syddanmark;11-10-2020;M;15;0;2;692;32617;3468
Hovedstaden;12-10-2020;F;65;1;3;693;32682;3471
Midtjylland;12-10-2020;F;62;1;3;694;32744;3474
Nordjylland;12-10-2020;F;21;0;0;694;32765;3474
Sjælland;12-10-2020;F;17;0;2;694;32782;3476
Syddanmark;12-10-2020;F;39;0;2;694;32821;3478
Hovedstaden;12-10-2020;M;77;1;4;695;32898;3482
Midtjylland;12-10-2020;M;66;0;2;695;32964;3484
Nordjylland;12-10-2020;M;24;0;3;695;32988;3487
Sjælland;12-10-2020;M;52;0;2;695;33040;3489
Syddanmark;12-10-2020;M;34;1;4;696;33074;3493
Hovedstaden;13-10-2020;F;88;0;4;696;33162;3497
Midtjylland;13-10-2020;F;42;0;5;696;33204;3502
Nordjylland;13-10-2020;F;21;1;0;697;33225;3502
Sjælland;13-10-2020;F;13;0;2;697;33238;3504
Syddanmark;13-10-2020;F;44;0;4;697;33282;3508
Hovedstaden;13-10-2020;M;69;1;4;698;33351;3512
Midtjylland;13-10-2020;M;53;0;0;698;33404;3512
Nordjylland;13-10-2020;M;34;0;0;698;33438;3512
Sjælland;13-10-2020;M;11;0;0;698;33449;3512
Syddanmark;13-10-2020;M;50;1;1;699;33499;3513
Hovedstaden;14-10-2020;F;98;0;6;699;33597;3519
Midtjylland;14-10-2020;F;46;0;2;699;33643;3521
Nordjylland;14-10-2020;F;31;1;1;700;33674;3522
Sjælland;14-10-2020;F;11;0;0;700;33685;3522
Syddanmark;14-10-2020;F;34;0;0;700;33719;3522
Hovedstaden;14-10-2020;M;103;2;8;702;33822;3530
Midtjylland;14-10-2020;M;50;1;2;703;33872;3532
Nordjylland;14-10-2020;M;31;1;3;704;33903;3535
Sjælland;14-10-2020;M;25;0;0;704;33928;3535
Syddanmark;14-10-2020;M;40;0;2;704;33968;3537
Hovedstaden;15-10-2020;F;94;0;4;704;34062;3541
Midtjylland;15-10-2020;F;53;0;1;704;34115;3542
Nordjylland;15-10-2020;F;18;0;0;704;34133;3542
Sjælland;15-10-2020;F;13;0;2;704;34146;3544
Syddanmark;15-10-2020;F;38;0;3;704;34184;3547
Hovedstaden;15-10-2020;M;87;1;7;705;34271;3554
Midtjylland;15-10-2020;M;58;0;3;705;34329;3557
Nordjylland;15-10-2020;M;15;0;0;705;34344;3557
Sjælland;15-10-2020;M;26;0;1;705;34370;3558
Syddanmark;15-10-2020;M;47;0;1;705;34417;3559
Hovedstaden;16-10-2020;F;106;1;7;706;34523;3566
Midtjylland;16-10-2020;F;60;0;1;706;34583;3567
Nordjylland;16-10-2020;F;28;0;0;706;34611;3567
Sjælland;16-10-2020;F;25;0;0;706;34636;3567
Syddanmark;16-10-2020;F;32;0;1;706;34668;3568
Hovedstaden;16-10-2020;M;81;1;3;707;34749;3571
Midtjylland;16-10-2020;M;44;0;1;707;34793;3572
Nordjylland;16-10-2020;M;21;1;1;708;34814;3573
Sjælland;16-10-2020;M;23;0;4;708;34837;3577
Syddanmark;16-10-2020;M;45;0;4;708;34882;3581
Hovedstaden;17-10-2020;F;103;0;6;708;34985;3587
Midtjylland;17-10-2020;F;36;0;1;708;35021;3588
Nordjylland;17-10-2020;F;21;0;0;708;35042;3588
Sjælland;17-10-2020;F;12;0;0;708;35054;3588
Syddanmark;17-10-2020;F;40;0;0;708;35094;3588
Hovedstaden;17-10-2020;M;114;0;7;708;35208;3595
Midtjylland;17-10-2020;M;39;0;2;708;35247;3597
Nordjylland;17-10-2020;M;21;0;3;708;35268;3600
Sjælland;17-10-2020;M;16;0;0;708;35284;3600
Syddanmark;17-10-2020;M;29;0;0;708;35313;3600
Hovedstaden;18-10-2020;F;103;0;6;708;35416;3606
Midtjylland;18-10-2020;F;39;0;3;708;35455;3609
Nordjylland;18-10-2020;F;19;0;1;708;35474;3610
Sjælland;18-10-2020;F;20;0;0;708;35494;3610
Syddanmark;18-10-2020;F;44;0;2;708;35538;3612
Hovedstaden;18-10-2020;M;123;0;8;708;35661;3620
Midtjylland;18-10-2020;M;32;0;3;708;35693;3623
Nordjylland;18-10-2020;M;24;1;3;709;35717;3626
Sjælland;18-10-2020;M;15;0;0;709;35732;3626
Syddanmark;18-10-2020;M;33;2;3;711;35765;3629
Hovedstaden;19-10-2020;F;144;0;6;711;35909;3635
Midtjylland;19-10-2020;F;65;2;2;713;35974;3637
Nordjylland;19-10-2020;F;37;1;1;714;36011;3638
Sjælland;19-10-2020;F;32;0;0;714;36043;3638
Syddanmark;19-10-2020;F;51;0;2;714;36094;3640
Hovedstaden;19-10-2020;M;149;1;5;715;36243;3645
Midtjylland;19-10-2020;M;74;0;0;715;36317;3645
Nordjylland;19-10-2020;M;35;0;0;715;36352;3645
Sjælland;19-10-2020;M;36;0;1;715;36388;3646
Syddanmark;19-10-2020;M;64;0;2;715;36452;3648
Hovedstaden;20-10-2020;F;155;0;3;715;36607;3651
Midtjylland;20-10-2020;F;80;0;2;715;36687;3653
Nordjylland;20-10-2020;F;43;1;2;716;36730;3655
Sjælland;20-10-2020;F;34;0;4;716;36764;3659
Syddanmark;20-10-2020;F;58;0;5;716;36822;3664
Hovedstaden;20-10-2020;M;163;2;8;718;36985;3672
Midtjylland;20-10-2020;M;111;0;3;718;37096;3675
Nordjylland;20-10-2020;M;41;2;0;720;37137;3675
Sjælland;20-10-2020;M;36;0;2;720;37173;3677
Syddanmark;20-10-2020;M;59;0;3;720;37232;3680
Hovedstaden;21-10-2020;F;152;1;5;721;37384;3685
Midtjylland;21-10-2020;F;114;0;6;721;37498;3691
Nordjylland;21-10-2020;F;45;0;1;721;37543;3692
Sjælland;21-10-2020;F;37;0;2;721;37580;3694
Syddanmark;21-10-2020;F;46;0;0;721;37626;3694
Hovedstaden;21-10-2020;M;178;2;8;723;37804;3702
Midtjylland;21-10-2020;M;119;0;4;723;37923;3706
Nordjylland;21-10-2020;M;47;1;1;724;37970;3707
Sjælland;21-10-2020;M;39;0;0;724;38009;3707
Syddanmark;21-10-2020;M;70;0;0;724;38079;3707
Hovedstaden;22-10-2020;F;202;2;9;726;38281;3716
Midtjylland;22-10-2020;F;77;1;1;727;38358;3717
Nordjylland;22-10-2020;F;49;0;0;727;38407;3717
Sjælland;22-10-2020;F;36;0;1;727;38443;3718
Syddanmark;22-10-2020;F;58;0;2;727;38501;3720
Hovedstaden;22-10-2020;M;205;1;8;728;38706;3728
Midtjylland;22-10-2020;M;74;0;3;728;38780;3731
Nordjylland;22-10-2020;M;53;0;1;728;38833;3732
Sjælland;22-10-2020;M;39;0;0;728;38872;3732
Syddanmark;22-10-2020;M;73;1;3;729;38945;3735
Hovedstaden;23-10-2020;F;181;0;8;729;39126;3743
Midtjylland;23-10-2020;F;74;0;0;729;39200;3743
Nordjylland;23-10-2020;F;54;0;0;729;39254;3743
Sjælland;23-10-2020;F;37;0;0;729;39291;3743
Syddanmark;23-10-2020;F;56;0;1;729;39347;3744
Hovedstaden;23-10-2020;M;189;0;3;729;39536;3747
Midtjylland;23-10-2020;M;100;0;1;729;39636;3748
Nordjylland;23-10-2020;M;63;0;3;729;39699;3751
Sjælland;23-10-2020;M;42;0;3;729;39741;3754
Syddanmark;23-10-2020;M;64;0;4;729;39805;3758
Hovedstaden;24-10-2020;F;186;2;7;731;39991;3765
Midtjylland;24-10-2020;F;69;0;4;731;40060;3769
Nordjylland;24-10-2020;F;58;0;2;731;40118;3771
Sjælland;24-10-2020;F;41;0;1;731;40159;3772
Syddanmark;24-10-2020;F;44;0;1;731;40203;3773
Hovedstaden;24-10-2020;M;199;1;9;732;40402;3782
Midtjylland;24-10-2020;M;75;0;2;732;40477;3784
Nordjylland;24-10-2020;M;46;0;2;732;40523;3786
Sjælland;24-10-2020;M;48;0;5;732;40571;3791
Syddanmark;24-10-2020;M;53;0;1;732;40624;3792
Hovedstaden;25-10-2020;F;210;0;9;732;40834;3801
Midtjylland;25-10-2020;F;81;0;0;732;40915;3801
Nordjylland;25-10-2020;F;66;0;3;732;40981;3804
Sjælland;25-10-2020;F;44;0;2;732;41025;3806
Syddanmark;25-10-2020;F;67;0;2;732;41092;3808
Hovedstaden;25-10-2020;M;229;0;6;732;41321;3814
Midtjylland;25-10-2020;M;75;0;0;732;41396;3814
Nordjylland;25-10-2020;M;42;0;1;732;41438;3815
Sjælland;25-10-2020;M;35;0;1;732;41473;3816
Syddanmark;25-10-2020;M;67;0;2;732;41540;3818
Hovedstaden;26-10-2020;F;230;0;11;732;41770;3829
Midtjylland;26-10-2020;F;87;0;3;732;41857;3832
Nordjylland;26-10-2020;F;54;1;2;733;41911;3834
Sjælland;26-10-2020;F;46;0;4;733;41957;3838
Syddanmark;26-10-2020;F;77;0;1;733;42034;3839
Hovedstaden;26-10-2020;M;215;0;5;733;42249;3844
Midtjylland;26-10-2020;M;75;0;3;733;42324;3847
Nordjylland;26-10-2020;M;78;0;4;733;42402;3851
Sjælland;26-10-2020;M;53;0;2;733;42455;3853
Syddanmark;26-10-2020;M;89;0;6;733;42544;3859
Hovedstaden;27-10-2020;F;301;1;13;734;42845;3872
Midtjylland;27-10-2020;F;113;0;1;734;42958;3873
Nordjylland;27-10-2020;F;69;0;3;734;43027;3876
Sjælland;27-10-2020;F;67;0;2;734;43094;3878
Syddanmark;27-10-2020;F;69;0;4;734;43163;3882
Hovedstaden;27-10-2020;M;272;0;5;734;43435;3887
Midtjylland;27-10-2020;M;127;0;6;734;43562;3893
Nordjylland;27-10-2020;M;79;2;4;736;43641;3897
Sjælland;27-10-2020;M;68;0;0;736;43709;3897
Syddanmark;27-10-2020;M;76;0;7;736;43785;3904
Hovedstaden;28-10-2020;F;258;0;10;736;44043;3914
Midtjylland;28-10-2020;F;122;1;5;737;44165;3919
Nordjylland;28-10-2020;F;61;0;3;737;44226;3922
Sjælland;28-10-2020;F;67;0;0;737;44293;3922
Syddanmark;28-10-2020;F;76;0;6;737;44369;3928
Hovedstaden;28-10-2020;M;271;3;10;740;44640;3938
Midtjylland;28-10-2020;M;108;0;4;740;44748;3942
Nordjylland;28-10-2020;M;55;0;4;740;44803;3946
Sjælland;28-10-2020;M;74;1;1;741;44877;3947
Syddanmark;28-10-2020;M;111;0;3;741;44988;3950
Hovedstaden;29-10-2020;F;220;1;5;742;45208;3955
Midtjylland;29-10-2020;F;57;0;5;742;45265;3960
Nordjylland;29-10-2020;F;50;0;2;742;45315;3962
Sjælland;29-10-2020;F;53;0;3;742;45368;3965
Syddanmark;29-10-2020;F;73;0;1;742;45441;3966
Hovedstaden;29-10-2020;M;239;2;9;744;45680;3975
Midtjylland;29-10-2020;M;84;0;1;744;45764;3976
Nordjylland;29-10-2020;M;70;0;2;744;45834;3978
Sjælland;29-10-2020;M;67;1;2;745;45901;3980
Syddanmark;29-10-2020;M;99;1;6;746;46000;3986
Hovedstaden;30-10-2020;F;239;0;7;746;46239;3993
Midtjylland;30-10-2020;F;98;0;3;746;46337;3996
Nordjylland;30-10-2020;F;57;0;1;746;46394;3997
Sjælland;30-10-2020;F;83;0;2;746;46477;3999
Syddanmark;30-10-2020;F;57;0;3;746;46534;4002
Hovedstaden;30-10-2020;M;255;1;11;747;46789;4013
Midtjylland;30-10-2020;M;97;3;5;750;46886;4018
Nordjylland;30-10-2020;M;56;0;3;750;46942;4021
Sjælland;30-10-2020;M;69;1;2;751;47011;4023
Syddanmark;30-10-2020;M;70;0;1;751;47081;4024
Hovedstaden;31-10-2020;F;246;1;7;752;47327;4031
Midtjylland;31-10-2020;F;91;0;1;752;47418;4032
Nordjylland;31-10-2020;F;48;0;0;752;47466;4032
Sjælland;31-10-2020;F;56;0;3;752;47522;4035
Syddanmark;31-10-2020;F;41;1;2;753;47563;4037
Hovedstaden;31-10-2020;M;258;0;12;753;47821;4049
Midtjylland;31-10-2020;M;78;0;3;753;47899;4052
Nordjylland;31-10-2020;M;48;0;0;753;47947;4052
Sjælland;31-10-2020;M;52;0;0;753;47999;4052
Syddanmark;31-10-2020;M;58;0;1;753;48057;4053
Hovedstaden;1-11-2020;F;235;1;9;754;48292;4062
Midtjylland;1-11-2020;F;88;1;5;755;48380;4067
Nordjylland;1-11-2020;F;50;0;1;755;48430;4068
Sjælland;1-11-2020;F;41;0;1;755;48471;4069
Syddanmark;1-11-2020;F;75;2;4;757;48546;4073
Hovedstaden;1-11-2020;M;229;0;9;757;48775;4082
Midtjylland;1-11-2020;M;84;0;2;757;48859;4084
Nordjylland;1-11-2020;M;45;1;2;758;48904;4086
Sjælland;1-11-2020;M;43;0;3;758;48947;4089
Syddanmark;1-11-2020;M;64;0;3;758;49011;4092
Hovedstaden;2-11-2020;F;318;2;9;760;49329;4101
Midtjylland;2-11-2020;F;101;0;3;760;49430;4104
Nordjylland;2-11-2020;F;59;1;2;761;49489;4106
Sjælland;2-11-2020;F;90;0;2;761;49579;4108
Syddanmark;2-11-2020;F;89;1;3;762;49668;4111
Hovedstaden;2-11-2020;M;286;1;7;763;49954;4118
Midtjylland;2-11-2020;M;105;0;3;763;50059;4121
Nordjylland;2-11-2020;M;57;0;0;763;50116;4121
Sjælland;2-11-2020;M;93;0;1;763;50209;4122
Syddanmark;2-11-2020;M;73;0;5;763;50282;4127
Hovedstaden;3-11-2020;F;304;2;14;765;50586;4141
Midtjylland;3-11-2020;F;109;0;0;765;50695;4141
Nordjylland;3-11-2020;F;75;0;4;765;50770;4145
Sjælland;3-11-2020;F;78;1;5;766;50848;4150
Syddanmark;3-11-2020;F;78;0;7;766;50926;4157
Hovedstaden;3-11-2020;M;275;0;10;766;51201;4167
Midtjylland;3-11-2020;M;104;0;5;766;51305;4172
Nordjylland;3-11-2020;M;62;1;3;767;51367;4175
Sjælland;3-11-2020;M;68;0;2;767;51435;4177
Syddanmark;3-11-2020;M;103;0;2;767;51538;4179
Hovedstaden;4-11-2020;F;278;0;10;767;51816;4189
Midtjylland;4-11-2020;F;126;1;2;768;51942;4191
Nordjylland;4-11-2020;F;39;0;1;768;51981;4192
Sjælland;4-11-2020;F;97;3;6;771;52078;4198
Syddanmark;4-11-2020;F;75;0;3;771;52153;4201
Hovedstaden;4-11-2020;M;302;1;11;772;52455;4212
Midtjylland;4-11-2020;M;108;1;5;773;52563;4217
Nordjylland;4-11-2020;M;44;0;1;773;52607;4218
Sjælland;4-11-2020;M;75;1;6;774;52682;4224
Syddanmark;4-11-2020;M;97;0;4;774;52779;4228
Hovedstaden;5-11-2020;F;239;2;9;776;53018;4237
Midtjylland;5-11-2020;F;102;0;4;776;53120;4241
Nordjylland;5-11-2020;F;45;1;3;777;53165;4244
Sjælland;5-11-2020;F;61;0;4;777;53226;4248
Syddanmark;5-11-2020;F;69;0;5;777;53295;4253
Hovedstaden;5-11-2020;M;233;1;6;778;53528;4259
Midtjylland;5-11-2020;M;81;0;6;778;53609;4265
Nordjylland;5-11-2020;M;38;1;1;779;53647;4266
Sjælland;5-11-2020;M;79;0;4;779;53726;4270
Syddanmark;5-11-2020;M;81;0;3;779;53807;4273
Hovedstaden;6-11-2020;F;209;0;10;779;54016;4283
Midtjylland;6-11-2020;F;77;2;2;781;54093;4285
Nordjylland;6-11-2020;F;29;0;1;781;54122;4286
Sjælland;6-11-2020;F;71;0;1;781;54193;4287
Syddanmark;6-11-2020;F;66;0;2;781;54259;4289
Hovedstaden;6-11-2020;M;254;2;13;783;54513;4302
Midtjylland;6-11-2020;M;85;0;8;783;54598;4310
Nordjylland;6-11-2020;M;31;0;0;783;54629;4310
Sjælland;6-11-2020;M;73;0;3;783;54702;4313
Syddanmark;6-11-2020;M;64;0;2;783;54766;4315
Hovedstaden;7-11-2020;F;194;0;0;783;54960;4315
Midtjylland;7-11-2020;F;89;0;1;783;55049;4316
Nordjylland;7-11-2020;F;29;0;2;783;55078;4318
Sjælland;7-11-2020;F;58;0;2;783;55136;4320
Syddanmark;7-11-2020;F;55;0;0;783;55191;4320
Hovedstaden;7-11-2020;M;191;0;5;783;55382;4325
Midtjylland;7-11-2020;M;85;0;3;783;55467;4328
Nordjylland;7-11-2020;M;39;0;0;783;55506;4328
Sjælland;7-11-2020;M;57;2;3;785;55563;4331
Syddanmark;7-11-2020;M;47;0;2;785;55610;4333
Hovedstaden;8-11-2020;F;159;1;6;786;55769;4339
Midtjylland;8-11-2020;F;75;0;2;786;55844;4341
Nordjylland;8-11-2020;F;20;1;1;787;55864;4342
Sjælland;8-11-2020;F;41;0;1;787;55905;4343
Syddanmark;8-11-2020;F;49;0;2;787;55954;4345
Hovedstaden;8-11-2020;M;193;0;9;787;56147;4354
Midtjylland;8-11-2020;M;79;1;3;788;56226;4357
Nordjylland;8-11-2020;M;21;0;0;788;56247;4357
Sjælland;8-11-2020;M;49;0;4;788;56296;4361
Syddanmark;8-11-2020;M;51;0;1;788;56347;4362
Hovedstaden;9-11-2020;F;229;0;13;788;56576;4375
Midtjylland;9-11-2020;F;90;2;6;790;56666;4381
Nordjylland;9-11-2020;F;40;0;1;790;56706;4382
Sjælland;9-11-2020;F;69;0;3;790;56775;4385
Syddanmark;9-11-2020;F;76;0;2;790;56851;4387
Hovedstaden;9-11-2020;M;255;3;12;793;57106;4399
Midtjylland;9-11-2020;M;114;3;5;796;57220;4404
Nordjylland;9-11-2020;M;32;0;4;796;57252;4408
Sjælland;9-11-2020;M;49;0;3;796;57301;4411
Syddanmark;9-11-2020;M;89;0;5;796;57390;4416
Hovedstaden;10-11-2020;F;275;0;11;796;57665;4427
Midtjylland;10-11-2020;F;122;1;7;797;57787;4434
Nordjylland;10-11-2020;F;30;0;2;797;57817;4436
Sjælland;10-11-2020;F;81;0;6;797;57898;4442
Syddanmark;10-11-2020;F;72;0;2;797;57970;4444
Hovedstaden;10-11-2020;M;219;0;6;797;58189;4450
Midtjylland;10-11-2020;M;103;0;1;797;58292;4451
Nordjylland;10-11-2020;M;31;0;0;797;58323;4451
Sjælland;10-11-2020;M;66;0;4;797;58389;4455
Syddanmark;10-11-2020;M;54;0;1;797;58443;4456
Hovedstaden;11-11-2020;F;218;1;7;798;58661;4463
Midtjylland;11-11-2020;F;131;0;2;798;58792;4465
Nordjylland;11-11-2020;F;27;0;1;798;58819;4466
Sjælland;11-11-2020;F;67;0;1;798;58886;4467
Syddanmark;11-11-2020;F;71;0;1;798;58957;4468
Hovedstaden;11-11-2020;M;223;2;9;800;59180;4477
Midtjylland;11-11-2020;M;132;2;9;802;59312;4486
Nordjylland;11-11-2020;M;43;0;1;802;59355;4487
Sjælland;11-11-2020;M;85;0;4;802;59440;4491
Syddanmark;11-11-2020;M;91;1;6;803;59531;4497
Hovedstaden;12-11-2020;F;237;3;10;806;59768;4507
Midtjylland;12-11-2020;F;126;1;6;807;59894;4513
Nordjylland;12-11-2020;F;28;1;0;808;59922;4513
Sjælland;12-11-2020;F;45;0;2;808;59967;4515
Syddanmark;12-11-2020;F;70;0;0;808;60037;4515
Hovedstaden;12-11-2020;M;238;2;10;810;60275;4525
Midtjylland;12-11-2020;M;122;2;4;812;60397;4529
Nordjylland;12-11-2020;M;39;0;1;812;60436;4530
Sjælland;12-11-2020;M;73;0;0;812;60509;4530
Syddanmark;12-11-2020;M;74;0;2;812;60583;4532
Hovedstaden;13-11-2020;F;262;3;13;815;60845;4545
Midtjylland;13-11-2020;F;109;0;5;815;60954;4550
Nordjylland;13-11-2020;F;35;0;2;815;60989;4552
Sjælland;13-11-2020;F;68;0;4;815;61057;4556
Syddanmark;13-11-2020;F;69;0;4;815;61126;4560
Hovedstaden;13-11-2020;M;257;1;6;816;61383;4566
Midtjylland;13-11-2020;M;124;1;8;817;61507;4574
Nordjylland;13-11-2020;M;42;0;0;817;61549;4574
Sjælland;13-11-2020;M;83;0;6;817;61632;4580
Syddanmark;13-11-2020;M;99;0;0;817;61731;4580
Hovedstaden;14-11-2020;F;237;0;11;817;61968;4591
Midtjylland;14-11-2020;F;99;2;3;819;62067;4594
Nordjylland;14-11-2020;F;31;0;0;819;62098;4594
Sjælland;14-11-2020;F;59;0;3;819;62157;4597
Syddanmark;14-11-2020;F;85;0;2;819;62242;4599
Hovedstaden;14-11-2020;M;232;0;7;819;62474;4606
Midtjylland;14-11-2020;M;125;0;4;819;62599;4610
Nordjylland;14-11-2020;M;34;0;3;819;62633;4613
Sjælland;14-11-2020;M;44;0;2;819;62677;4615
Syddanmark;14-11-2020;M;97;1;3;820;62774;4618
Hovedstaden;15-11-2020;F;222;1;8;821;62996;4626
Midtjylland;15-11-2020;F;92;0;2;821;63088;4628
Nordjylland;15-11-2020;F;29;0;1;821;63117;4629
Sjælland;15-11-2020;F;50;0;1;821;63167;4630
Syddanmark;15-11-2020;F;80;0;3;821;63247;4633
Hovedstaden;15-11-2020;M;230;0;5;821;63477;4638
Midtjylland;15-11-2020;M;112;0;2;821;63589;4640
Nordjylland;15-11-2020;M;44;0;0;821;63633;4640
Sjælland;15-11-2020;M;60;0;2;821;63693;4642
Syddanmark;15-11-2020;M;70;1;3;822;63763;4645
Hovedstaden;16-11-2020;F;261;0;6;822;64024;4651
Midtjylland;16-11-2020;F;146;0;3;822;64170;4654
Nordjylland;16-11-2020;F;27;0;0;822;64197;4654
Sjælland;16-11-2020;F;59;0;1;822;64256;4655
Syddanmark;16-11-2020;F;107;0;2;822;64363;4657
Hovedstaden;16-11-2020;M;289;2;13;824;64652;4670
Midtjylland;16-11-2020;M;155;1;9;825;64807;4679
Nordjylland;16-11-2020;M;31;1;4;826;64838;4683
Sjælland;16-11-2020;M;84;0;5;826;64922;4688
Syddanmark;16-11-2020;M;92;0;2;826;65014;4690
Hovedstaden;17-11-2020;F;276;0;17;826;65290;4707
Midtjylland;17-11-2020;F;148;0;4;826;65438;4711
Nordjylland;17-11-2020;F;34;0;1;826;65472;4712
Sjælland;17-11-2020;F;68;0;1;826;65540;4713
Syddanmark;17-11-2020;F;112;0;2;826;65652;4715
Hovedstaden;17-11-2020;M;312;1;10;827;65964;4725
Midtjylland;17-11-2020;M;152;0;7;827;66116;4732
Nordjylland;17-11-2020;M;31;1;2;828;66147;4734
Sjælland;17-11-2020;M;69;1;3;829;66216;4737
Syddanmark;17-11-2020;M;126;0;4;829;66342;4741
Hovedstaden;18-11-2020;F;286;0;8;829;66628;4749
Midtjylland;18-11-2020;F;157;1;8;830;66785;4757
Nordjylland;18-11-2020;F;25;0;0;830;66810;4757
Sjælland;18-11-2020;F;66;0;1;830;66876;4758
Syddanmark;18-11-2020;F;104;0;1;830;66980;4759
Hovedstaden;18-11-2020;M;305;4;11;834;67285;4770
Midtjylland;18-11-2020;M;141;0;5;834;67426;4775
Nordjylland;18-11-2020;M;28;0;1;834;67454;4776
Sjælland;18-11-2020;M;81;0;6;834;67535;4782
Syddanmark;18-11-2020;M;137;0;7;834;67672;4789
Hovedstaden;19-11-2020;F;282;4;9;838;67954;4798
Midtjylland;19-11-2020;F;131;5;5;843;68085;4803
Nordjylland;19-11-2020;F;25;0;3;843;68110;4806
Sjælland;19-11-2020;F;59;0;3;843;68169;4809
Syddanmark;19-11-2020;F;101;0;2;843;68270;4811
Hovedstaden;19-11-2020;M;291;0;7;843;68561;4818
Midtjylland;19-11-2020;M;110;2;5;845;68671;4823
Nordjylland;19-11-2020;M;19;0;2;845;68690;4825
Sjælland;19-11-2020;M;81;0;5;845;68771;4830
Syddanmark;19-11-2020;M;122;1;4;846;68893;4834
Hovedstaden;20-11-2020;F;285;6;10;852;69178;4844
Midtjylland;20-11-2020;F;112;5;5;857;69290;4849
Nordjylland;20-11-2020;F;32;1;4;858;69322;4853
Sjælland;20-11-2020;F;77;0;4;858;69399;4857
Syddanmark;20-11-2020;F;109;0;2;858;69508;4859
Hovedstaden;20-11-2020;M;265;0;5;858;69773;4864
Midtjylland;20-11-2020;M;105;3;5;861;69878;4869
Nordjylland;20-11-2020;M;32;1;2;862;69910;4871
Sjælland;20-11-2020;M;79;1;3;863;69989;4874
Syddanmark;20-11-2020;M;126;1;3;864;70115;4877
Hovedstaden;21-11-2020;F;234;0;10;864;70349;4887
Midtjylland;21-11-2020;F;80;0;1;864;70429;4888
Nordjylland;21-11-2020;F;17;0;2;864;70446;4890
Sjælland;21-11-2020;F;56;0;2;864;70502;4892
Syddanmark;21-11-2020;F;68;1;3;865;70570;4895
Hovedstaden;21-11-2020;M;280;2;10;867;70850;4905
Midtjylland;21-11-2020;M;99;0;4;867;70949;4909
Nordjylland;21-11-2020;M;19;0;3;867;70968;4912
Sjælland;21-11-2020;M;55;1;0;868;71023;4912
Syddanmark;21-11-2020;M;93;0;1;868;71116;4913
Hovedstaden;22-11-2020;F;261;1;8;869;71377;4921
Midtjylland;22-11-2020;F;99;0;2;869;71476;4923
Nordjylland;22-11-2020;F;23;0;2;869;71499;4925
Sjælland;22-11-2020;F;39;1;2;870;71538;4927
Syddanmark;22-11-2020;F;76;0;1;870;71614;4928
Hovedstaden;22-11-2020;M;254;4;16;874;71868;4944
Midtjylland;22-11-2020;M;93;0;2;874;71961;4946
Nordjylland;22-11-2020;M;15;0;1;874;71976;4947
Sjælland;22-11-2020;M;56;0;3;874;72032;4950
Syddanmark;22-11-2020;M;93;0;2;874;72125;4952
Hovedstaden;23-11-2020;F;291;3;14;877;72416;4966
Midtjylland;23-11-2020;F;97;0;2;877;72513;4968
Nordjylland;23-11-2020;F;20;0;1;877;72533;4969
Sjælland;23-11-2020;F;75;1;3;878;72608;4972
Syddanmark;23-11-2020;F;115;1;8;879;72723;4980
Hovedstaden;23-11-2020;M;300;3;14;882;73023;4994
Midtjylland;23-11-2020;M;94;2;6;884;73117;5000
Nordjylland;23-11-2020;M;15;0;0;884;73132;5000
Sjælland;23-11-2020;M;68;0;3;884;73200;5003
Syddanmark;23-11-2020;M;112;0;2;884;73312;5005
Hovedstaden;24-11-2020;F;336;3;6;887;73648;5011
Midtjylland;24-11-2020;F;122;1;2;888;73770;5013
Nordjylland;24-11-2020;F;21;0;0;888;73791;5013
Sjælland;24-11-2020;F;76;0;2;888;73867;5015
Syddanmark;24-11-2020;F;96;0;0;888;73963;5015
Hovedstaden;24-11-2020;M;337;1;19;889;74300;5034
Midtjylland;24-11-2020;M;115;1;9;890;74415;5043
Nordjylland;24-11-2020;M;21;0;0;890;74436;5043
Sjælland;24-11-2020;M;74;0;5;890;74510;5048
Syddanmark;24-11-2020;M;128;0;6;890;74638;5054
Hovedstaden;25-11-2020;F;333;1;6;891;74971;5060
Midtjylland;25-11-2020;F;99;0;5;891;75070;5065
Nordjylland;25-11-2020;F;26;0;1;891;75096;5066
Sjælland;25-11-2020;F;81;0;2;891;75177;5068
Syddanmark;25-11-2020;F;89;0;2;891;75266;5070
Hovedstaden;25-11-2020;M;335;0;6;891;75601;5076
Midtjylland;25-11-2020;M;134;2;9;893;75735;5085
Nordjylland;25-11-2020;M;20;1;2;894;75755;5087
Sjælland;25-11-2020;M;89;3;7;897;75844;5094
Syddanmark;25-11-2020;M;107;1;8;898;75951;5102
Hovedstaden;26-11-2020;F;319;0;5;898;76270;5107
Midtjylland;26-11-2020;F;117;2;5;900;76387;5112
Nordjylland;26-11-2020;F;25;0;1;900;76412;5113
Sjælland;26-11-2020;F;93;0;3;900;76505;5116
Syddanmark;26-11-2020;F;99;0;3;900;76604;5119
Hovedstaden;26-11-2020;M;301;5;14;905;76905;5133
Midtjylland;26-11-2020;M;129;0;2;905;77034;5135
Nordjylland;26-11-2020;M;20;0;0;905;77054;5135
Sjælland;26-11-2020;M;71;1;5;906;77125;5140
Syddanmark;26-11-2020;M;82;0;2;906;77207;5142
Hovedstaden;27-11-2020;F;344;7;21;913;77551;5163
Midtjylland;27-11-2020;F;115;1;6;914;77666;5169
